""	"x"
"4774"	"A"
"4775"	"C"
"4776"	"E"
"4777"	"E"
"4778"	"A"
"4779"	"A"
"4780"	"B"
"4781"	"A"
"4782"	"F"
"4783"	"B"
"4784"	"B"
"4785"	"F"
"4786"	"B"
"4787"	"A"
"4788"	"A"
"4789"	"A"
"4790"	"F"
"4791"	"D"
"4792"	"A"
"4793"	"F"
"4794"	"C"
"4795"	"D"
"4796"	"A"
"4797"	"D"
"4798"	"E"
"4799"	"A"
"4800"	"F"
"4801"	"F"
"4802"	"B"
"4803"	"B"
"4804"	"B"
"4805"	"B"
"4806"	"A"
"4807"	"E"
"4808"	"B"
"4809"	"A"
"4810"	"A"
"4811"	"D"
"4812"	"B"
"4813"	"C"
"4814"	"B"
"4815"	"E"
"4816"	"E"
"4817"	"A"
"4818"	"E"
"4819"	"B"
"4820"	"C"
"4821"	"F"
"4822"	"A"
"4823"	"D"
"4824"	"F"
"4825"	"B"
"4826"	"A"
"4827"	"F"
"4828"	"E"
"4829"	"B"
"4830"	"D"
"4831"	"A"
"4832"	"A"
"4833"	"E"
"4834"	"C"
"4835"	"B"
"4836"	"E"
"4837"	"B"
"4838"	"B"
"4839"	"E"
"4840"	"C"
"4841"	"A"
"4842"	"B"
"4843"	"E"
"4844"	"F"
"4845"	"F"
"4846"	"C"
"4847"	"B"
"4848"	"B"
"4849"	"F"
"4850"	"D"
"4851"	"C"
"4852"	"D"
"4853"	"A"
"4854"	"A"
"4855"	"C"
"4856"	"E"
"4857"	"B"
"4858"	"F"
"4859"	"C"
"4860"	"A"
"4861"	"A"
"4862"	"C"
"4863"	"B"
"4864"	"B"
"4865"	"B"
"4866"	"B"
"4867"	"E"
"4868"	"C"
"4869"	"C"
"4870"	"D"
"4871"	"D"
"4872"	"B"
"4873"	"E"
"4874"	"F"
"4875"	"F"
"4876"	"B"
"4877"	"C"
"4878"	"F"
"4879"	"D"
"4880"	"A"
"4881"	"C"
"4882"	"A"
"4883"	"B"
"4884"	"C"
"4885"	"B"
"4886"	"A"
"4887"	"B"
"4888"	"A"
"4889"	"D"
"4890"	"C"
"4891"	"F"
"4892"	"C"
"4893"	"D"
"4894"	"B"
"4895"	"B"
"4896"	"B"
"4897"	"A"
"4898"	"F"
"4899"	"B"
"4900"	"D"
"4901"	"A"
"4902"	"D"
"4903"	"E"
"4904"	"E"
"4905"	"C"
"4906"	"F"
"4907"	"B"
"4908"	"B"
"4909"	"B"
"4910"	"F"
"4911"	"B"
"4912"	"B"
"4913"	"E"
"4914"	"D"
"4915"	"B"
"4916"	"E"
"4917"	"A"
"4918"	"B"
"4919"	"B"
"4920"	"B"
"4921"	"F"
"4922"	"B"
"4923"	"B"
"4924"	"B"
"4925"	"E"
"4926"	"F"
"4927"	"A"
"4928"	"F"
"4929"	"A"
"4930"	"E"
"4931"	"D"
"4932"	"B"
"4933"	"F"
"4934"	"E"
"4935"	"E"
"4936"	"C"
"4937"	"E"
"4938"	"D"
"4939"	"B"
"4940"	"B"
"4941"	"F"
"4942"	"B"
"4943"	"C"
"4944"	"B"
"4945"	"F"
"4946"	"B"
"4947"	"B"
"4948"	"A"
"4949"	"F"
"4950"	"B"
"4951"	"B"
"4952"	"B"
"4953"	"B"
"4954"	"B"
"4955"	"B"
"4956"	"B"
"4957"	"E"
"4958"	"F"
"4959"	"E"
"4960"	"B"
"4961"	"B"
"4962"	"F"
"4963"	"B"
"4964"	"B"
"4965"	"E"
"4966"	"B"
"4967"	"E"
"4968"	"F"
"4969"	"F"
"4970"	"D"
"4971"	"C"
"4972"	"F"
"4973"	"B"
"4974"	"B"
"4975"	"A"
"4976"	"D"
"4977"	"C"
"4978"	"B"
"4979"	"C"
"4980"	"E"
"4981"	"B"
"4982"	"E"
"4983"	"E"
"4984"	"E"
"4985"	"B"
"4986"	"C"
"4987"	"B"
"4988"	"E"
"4989"	"E"
"4990"	"B"
"4991"	"B"
"4992"	"B"
"4993"	"A"
"4994"	"D"
"4995"	"C"
"4996"	"A"
"4997"	"A"
"4998"	"F"
"4999"	"B"
"5000"	"E"
"5001"	"B"
"5002"	"B"
"5003"	"E"
"5004"	"B"
"5005"	"A"
"5006"	"D"
"5007"	"F"
"5008"	"D"
"5009"	"C"
"5010"	"B"
"5011"	"B"
"5012"	"E"
"5013"	"B"
"5014"	"A"
"5015"	"E"
"5016"	"E"
"5017"	"A"
"5018"	"F"
"5019"	"F"
"5020"	"B"
"5021"	"E"
"5022"	"B"
"5023"	"D"
"5024"	"B"
"5025"	"B"
"5026"	"B"
"5027"	"A"
"5028"	"B"
"5029"	"B"
"5030"	"D"
"5031"	"B"
"5032"	"F"
"5033"	"B"
"5034"	"B"
"5035"	"D"
"5036"	"D"
"5037"	"B"
"5038"	"D"
"5039"	"F"
"5040"	"B"
"5041"	"F"
"5042"	"A"
"5043"	"B"
"5044"	"B"
"5045"	"A"
"5046"	"B"
"5047"	"D"
"5048"	"C"
"5049"	"B"
"5050"	"B"
"5051"	"B"
"5052"	"F"
"5053"	"F"
"5054"	"C"
"5055"	"B"
"5056"	"B"
"5057"	"A"
"5058"	"B"
"5059"	"A"
"5060"	"B"
"5061"	"A"
"5062"	"A"
"5063"	"B"
"5064"	"D"
"5065"	"D"
"5066"	"D"
"5067"	"C"
"5068"	"A"
"5069"	"A"
"5070"	"B"
"5071"	"B"
"5072"	"B"
"5073"	"A"
"5074"	"B"
"5075"	"A"
"5076"	"A"
"5077"	"B"
"5078"	"D"
"5079"	"B"
"5080"	"C"
"5081"	"B"
"5082"	"B"
"5083"	"A"
"5084"	"A"
"5085"	"B"
"5086"	"A"
"5087"	"D"
"5088"	"B"
"5089"	"D"
"5090"	"A"
"5091"	"A"
"5092"	"A"
"5093"	"A"
"5094"	"F"
"5095"	"A"
"5096"	"D"
"5097"	"F"
"5098"	"E"
"5099"	"F"
"5100"	"A"
"5101"	"E"
"5102"	"E"
"5103"	"A"
"5104"	"B"
"5105"	"B"
"5106"	"B"
"5107"	"C"
"5108"	"F"
"5109"	"B"
"5110"	"B"
"5111"	"F"
"5112"	"F"
"5113"	"F"
"5114"	"C"
"5115"	"B"
"5116"	"C"
"5117"	"B"
"5118"	"B"
"5119"	"B"
"5120"	"A"
"5121"	"F"
"5122"	"F"
"5123"	"E"
"5124"	"B"
"5125"	"B"
"5126"	"F"
"5127"	"D"
"5128"	"C"
"5129"	"A"
"5130"	"B"
"5131"	"B"
"5132"	"A"
"5133"	"A"
"5134"	"F"
"5135"	"E"
"5136"	"A"
"5137"	"A"
"5138"	"B"
"5139"	"B"
"5140"	"C"
"5141"	"A"
"5142"	"A"
"5143"	"D"
"5144"	"B"
"5145"	"A"
"5146"	"B"
"5147"	"B"
"5148"	"B"
"5149"	"E"
"5150"	"B"
"5151"	"B"
"5152"	"B"
"5153"	"F"
"5154"	"E"
"5155"	"E"
"5156"	"B"
"5157"	"B"
"5158"	"B"
"5159"	"B"
"5160"	"A"
"5161"	"B"
"5162"	"A"
"5163"	"D"
"5164"	"A"
"5165"	"B"
"5166"	"D"
"5167"	"C"
"5168"	"C"
"5169"	"D"
"5170"	"A"
"5171"	"F"
"5172"	"F"
"5173"	"B"
"5174"	"D"
"5175"	"B"
"5176"	"A"
"5177"	"E"
"5178"	"C"
"5179"	"B"
"5180"	"A"
"5181"	"B"
"5182"	"F"
"5183"	"B"
"5184"	"A"
"5185"	"B"
"5186"	"B"
"5187"	"D"
"5188"	"A"
"5189"	"A"
"5190"	"F"
"5191"	"C"
"5192"	"D"
"5193"	"B"
"5194"	"B"
"5195"	"A"
"5196"	"B"
"5197"	"A"
"5198"	"B"
"5199"	"B"
"5200"	"A"
"5201"	"B"
"5202"	"F"
"5203"	"B"
"5204"	"C"
"5205"	"E"
"5206"	"C"
"5207"	"B"
"5208"	"F"
"5209"	"A"
"5210"	"B"
"5211"	"B"
"5212"	"D"
"5213"	"A"
"5214"	"D"
"5215"	"C"
"5216"	"E"
"5217"	"E"
"5218"	"C"
"5219"	"A"
"5220"	"B"
"5221"	"F"
"5222"	"D"
"5223"	"F"
"5224"	"A"
"5225"	"B"
"5226"	"B"
"5227"	"B"
"5228"	"B"
"5229"	"D"
"5230"	"D"
"5231"	"B"
"5232"	"D"
"5233"	"B"
"5234"	"A"
"5235"	"A"
"5236"	"D"
"5237"	"A"
"5238"	"B"
"5239"	"D"
"5240"	"F"
"5241"	"B"
"5242"	"F"
"5243"	"A"
"5244"	"B"
"5245"	"F"
"5246"	"C"
"5247"	"B"
"5248"	"C"
"5249"	"B"
"5250"	"B"
"5251"	"D"
"5252"	"B"
"5253"	"F"
"5254"	"F"
"5255"	"B"
"5256"	"C"
"5257"	"D"
"5258"	"F"
"5259"	"A"
"5260"	"B"
"5261"	"B"
"5262"	"F"
"5263"	"F"
"5264"	"F"
"5265"	"D"
"5266"	"B"
"5267"	"E"
"5268"	"F"
"5269"	"A"
"5270"	"F"
"5271"	"F"
"5272"	"B"
"5273"	"B"
"5274"	"C"
"5275"	"D"
"5276"	"A"
"5277"	"F"
"5278"	"A"
"5279"	"B"
"5280"	"B"
"5281"	"A"
"5282"	"D"
"5283"	"D"
"5284"	"F"
"5285"	"A"
"5286"	"B"
"5287"	"A"
"5288"	"F"
"5289"	"D"
"5290"	"E"
"5291"	"C"
"5292"	"B"
"5293"	"B"
"5294"	"A"
"5295"	"B"
"5296"	"C"
"5297"	"F"
"5298"	"C"
"5299"	"D"
"5300"	"F"
"5301"	"F"
"5302"	"B"
"5303"	"B"
"5304"	"C"
"5305"	"E"
"5306"	"B"
"5307"	"B"
"5308"	"F"
"5309"	"E"
"5310"	"A"
"5311"	"A"
"5312"	"A"
"5313"	"D"
"5314"	"A"
"5315"	"B"
"5316"	"B"
"5317"	"A"
"5318"	"E"
"5319"	"B"
"5320"	"E"
"5321"	"D"
"5322"	"D"
"5323"	"C"
"5324"	"B"
"5325"	"A"
"5326"	"B"
"5327"	"A"
"5328"	"B"
"5329"	"B"
"5330"	"B"
"5331"	"E"
"5332"	"A"
"5333"	"A"
"5334"	"B"
"5335"	"A"
"5336"	"F"
"5337"	"A"
"5338"	"B"
"5339"	"C"
"5340"	"F"
"5341"	"D"
"5342"	"B"
"5343"	"B"
"5344"	"B"
"5345"	"E"
"5346"	"B"
"5347"	"A"
"5348"	"E"
"5349"	"D"
"5350"	"B"
"5351"	"B"
"5352"	"E"
"5353"	"B"
"5354"	"A"
"5355"	"E"
"5356"	"B"
"5357"	"A"
"5358"	"B"
"5359"	"B"
"5360"	"E"
"5361"	"B"
"5362"	"A"
"5363"	"F"
"5364"	"A"
"5365"	"B"
"5366"	"B"
"5367"	"B"
"5368"	"B"
"5369"	"A"
"5370"	"A"
"5371"	"C"
"5372"	"E"
"5373"	"A"
"5374"	"F"
"5375"	"B"
"5376"	"F"
"5377"	"F"
"5378"	"D"
"5379"	"E"
"5380"	"B"
"5381"	"F"
"5382"	"F"
"5383"	"E"
"5384"	"B"
"5385"	"A"
"5386"	"A"
"5387"	"F"
"5388"	"C"
"5389"	"A"
"5390"	"C"
"5391"	"A"
"5392"	"C"
"5393"	"E"
"5394"	"B"
"5395"	"B"
"5396"	"A"
"5397"	"F"
"5398"	"D"
"5399"	"F"
"5400"	"D"
"5401"	"A"
"5402"	"A"
"5403"	"B"
"5404"	"A"
"5405"	"B"
"5406"	"D"
"5407"	"B"
"5408"	"F"
"5409"	"B"
"5410"	"A"
"5411"	"C"
"5412"	"A"
"5413"	"F"
"5414"	"B"
"5415"	"A"
"5416"	"A"
"5417"	"C"
"5418"	"D"
"5419"	"B"
"5420"	"B"
"5421"	"D"
"5422"	"B"
"5423"	"D"
"5424"	"B"
"5425"	"D"
"5426"	"B"
"5427"	"E"
"5428"	"B"
"5429"	"F"
"5430"	"B"
"5431"	"C"
"5432"	"B"
"5433"	"A"
"5434"	"C"
"5435"	"F"
"5436"	"D"
"5437"	"E"
"5438"	"E"
"5439"	"F"
"5440"	"E"
"5441"	"A"
"5442"	"F"
"5443"	"F"
"5444"	"B"
"5445"	"F"
"5446"	"A"
"5447"	"E"
"5448"	"B"
"5449"	"A"
"5450"	"A"
"5451"	"B"
"5452"	"F"
"5453"	"A"
"5454"	"A"
"5455"	"A"
"5456"	"C"
"5457"	"A"
"5458"	"A"
"5459"	"D"
"5460"	"B"
"5461"	"A"
"5462"	"F"
"5463"	"F"
"5464"	"B"
"5465"	"E"
"5466"	"B"
"5467"	"B"
"5468"	"B"
"5469"	"F"
"5470"	"C"
"5471"	"A"
"5472"	"F"
"5473"	"F"
"5474"	"B"
"5475"	"B"
"5476"	"A"
"5477"	"F"
"5478"	"B"
"5479"	"F"
"5480"	"C"
"5481"	"B"
"5482"	"F"
"5483"	"A"
"5484"	"A"
"5485"	"B"
"5486"	"B"
"5487"	"B"
"5488"	"F"
"5489"	"B"
"5490"	"A"
"5491"	"F"
"5492"	"A"
"5493"	"B"
"5494"	"B"
"5495"	"D"
"5496"	"D"
"5497"	"F"
"5498"	"A"
"5499"	"B"
"5500"	"F"
"5501"	"F"
"5502"	"F"
"5503"	"D"
"5504"	"D"
"5505"	"D"
"5506"	"E"
"5507"	"D"
"5508"	"B"
"5509"	"E"
"5510"	"B"
"5511"	"A"
"5512"	"B"
"5513"	"E"
"5514"	"A"
"5515"	"B"
"5516"	"D"
"5517"	"E"
"5518"	"D"
"5519"	"D"
"5520"	"F"
"5521"	"C"
"5522"	"E"
"5523"	"F"
"5524"	"B"
"5525"	"F"
"5526"	"B"
"5527"	"B"
"5528"	"F"
"5529"	"D"
"5530"	"A"
"5531"	"A"
"5532"	"F"
"5533"	"F"
"5534"	"A"
"5535"	"A"
"5536"	"B"
"5537"	"D"
"5538"	"F"
"5539"	"B"
"5540"	"F"
"5541"	"B"
"5542"	"B"
"5543"	"F"
"5544"	"F"
"5545"	"B"
"5546"	"E"
"5547"	"F"
"5548"	"A"
"5549"	"F"
"5550"	"F"
"5551"	"B"
"5552"	"A"
"5553"	"C"
"5554"	"C"
"5555"	"B"
"5556"	"B"
"5557"	"C"
"5558"	"F"
"5559"	"A"
"5560"	"A"
"5561"	"A"
"5562"	"D"
"5563"	"F"
"5564"	"F"
"5565"	"F"
"5566"	"B"
"5567"	"F"
"5568"	"B"
"5569"	"F"
"5570"	"B"
"5571"	"E"
"5572"	"E"
"5573"	"F"
"5574"	"F"
"5575"	"B"
"5576"	"C"
"5577"	"F"
"5578"	"F"
"5579"	"F"
"5580"	"A"
"5581"	"A"
"5582"	"B"
"5583"	"A"
"5584"	"B"
"5585"	"B"
"5586"	"A"
"5587"	"F"
"5588"	"C"
"5589"	"A"
"5590"	"C"
"5591"	"C"
"5592"	"B"
"5593"	"B"
"5594"	"F"
"5595"	"A"
"5596"	"B"
"5597"	"E"
"5598"	"A"
"5599"	"E"
"5600"	"B"
"5601"	"E"
"5602"	"C"
"5603"	"F"
"5604"	"B"
"5605"	"A"
"5606"	"B"
"5607"	"A"
"5608"	"A"
"5609"	"B"
"5610"	"E"
"5611"	"E"
"5612"	"F"
"5613"	"B"
"5614"	"D"
"5615"	"A"
"5616"	"B"
"5617"	"F"
"5618"	"B"
"5619"	"B"
"5620"	"D"
"5621"	"B"
"5622"	"F"
"5623"	"B"
"5624"	"F"
"5625"	"B"
"5626"	"A"
"5627"	"F"
"5628"	"B"
"5629"	"C"
"5630"	"B"
"5631"	"D"
"5632"	"D"
"5633"	"D"
"5634"	"D"
"5635"	"A"
"5636"	"A"
"5637"	"C"
"5638"	"E"
"5639"	"A"
"5640"	"E"
"5641"	"D"
"5642"	"E"
"5643"	"F"
"5644"	"E"
"5645"	"B"
"5646"	"A"
"5647"	"D"
"5648"	"D"
"5649"	"B"
"5650"	"B"
"5651"	"E"
"5652"	"E"
"5653"	"C"
"5654"	"D"
"5655"	"B"
"5656"	"F"
"5657"	"B"
"5658"	"A"
"5659"	"A"
"5660"	"F"
"5661"	"F"
"5662"	"F"
"5663"	"C"
"5664"	"F"
"5665"	"B"
"5666"	"C"
"5667"	"E"
"5668"	"A"
"5669"	"A"
"5670"	"F"
"5671"	"F"
"5672"	"B"
"5673"	"B"
"5674"	"A"
"5675"	"D"
"5676"	"B"
"5677"	"D"
"5678"	"C"
"5679"	"B"
"5680"	"A"
"5681"	"A"
"5682"	"B"
"5683"	"A"
"5684"	"D"
"5685"	"C"
"5686"	"A"
"5687"	"D"
"5688"	"E"
"5689"	"F"
"5690"	"E"
"5691"	"A"
"5692"	"A"
"5693"	"A"
"5694"	"B"
"5695"	"B"
"5696"	"B"
"5697"	"D"
"5698"	"B"
"5699"	"B"
"5700"	"B"
"5701"	"B"
"5702"	"D"
"5703"	"E"
"5704"	"E"
"5705"	"E"
"5706"	"B"
"5707"	"B"
"5708"	"F"
"5709"	"A"
"5710"	"A"
"5711"	"C"
"5712"	"F"
"5713"	"B"
"5714"	"B"
"5715"	"C"
"5716"	"F"
"5717"	"B"
"5718"	"B"
"5719"	"B"
"5720"	"A"
"5721"	"B"
"5722"	"A"
"5723"	"A"
"5724"	"F"
"5725"	"B"
"5726"	"B"
"5727"	"B"
"5728"	"B"
"5729"	"B"
"5730"	"F"
"5731"	"B"
"5732"	"C"
"5733"	"F"
"5734"	"B"
"5735"	"B"
"5736"	"C"
"5737"	"A"
"5738"	"A"
"5739"	"E"
"5740"	"D"
"5741"	"A"
"5742"	"F"
"5743"	"E"
"5744"	"F"
"5745"	"A"
"5746"	"B"
"5747"	"F"
"5748"	"B"
"5749"	"A"
"5750"	"B"
"5751"	"B"
"5752"	"B"
"5753"	"B"
"5754"	"A"
"5755"	"A"
"5756"	"A"
"5757"	"B"
"5758"	"D"
"5759"	"B"
"5760"	"F"
"5761"	"F"
"5762"	"A"
"5763"	"A"
"5764"	"A"
"5765"	"F"
"5766"	"A"
"5767"	"A"
"5768"	"C"
"5769"	"C"
"5770"	"F"
"5771"	"A"
"5772"	"B"
"5773"	"B"
"5774"	"B"
"5775"	"B"
"5776"	"B"
"5777"	"B"
"5778"	"A"
"5779"	"B"
"5780"	"A"
"5781"	"B"
"5782"	"C"
"5783"	"B"
"5784"	"B"
"5785"	"B"
"5786"	"B"
"5787"	"A"
"5788"	"A"
"5789"	"B"
"5790"	"B"
"5791"	"D"
"5792"	"A"
"5793"	"B"
"5794"	"C"
"5795"	"F"
"5796"	"F"
"5797"	"B"
"5798"	"F"
"5799"	"C"
"5800"	"F"
"5801"	"F"
"5802"	"A"
"5803"	"A"
"5804"	"F"
"5805"	"B"
"5806"	"B"
"5807"	"B"
"5808"	"B"
"5809"	"D"
"5810"	"B"
"5811"	"B"
"5812"	"B"
"5813"	"F"
"5814"	"B"
"5815"	"B"
"5816"	"B"
"5817"	"B"
"5818"	"D"
"5819"	"C"
"5820"	"C"
"5821"	"B"
"5822"	"E"
"5823"	"B"
"5824"	"B"
"5825"	"B"
"5826"	"D"
"5827"	"B"
"5828"	"B"
"5829"	"B"
"5830"	"B"
"5831"	"B"
"5832"	"D"
"5833"	"E"
"5834"	"B"
"5835"	"E"
"5836"	"B"
"5837"	"D"
"5838"	"A"
"5839"	"B"
"5840"	"D"
"5841"	"B"
"5842"	"A"
"5843"	"B"
"5844"	"B"
"5845"	"A"
"5846"	"C"
"5847"	"B"
"5848"	"C"
"5849"	"C"
"5850"	"F"
"5851"	"B"
"5852"	"B"
"5853"	"B"
"5854"	"A"
"5855"	"C"
"5856"	"B"
"5857"	"E"
"5858"	"F"
"5859"	"D"
"5860"	"A"
"5861"	"C"
"5862"	"C"
"5863"	"A"
"5864"	"D"
"5865"	"B"
"5866"	"A"
"5867"	"E"
"5868"	"D"
"5869"	"C"
"5870"	"F"
"5871"	"B"
"5872"	"B"
"5873"	"D"
"5874"	"F"
"5875"	"E"
"5876"	"B"
"5877"	"C"
"5878"	"B"
"5879"	"D"
"5880"	"D"
"5881"	"F"
"5882"	"D"
"5883"	"D"
"5884"	"F"
"5885"	"F"
"5886"	"D"
"5887"	"B"
"5888"	"F"
"5889"	"B"
"5890"	"B"
"5891"	"E"
"5892"	"B"
"5893"	"D"
"5894"	"D"
"5895"	"A"
"5896"	"B"
"5897"	"A"
"5898"	"E"
"5899"	"F"
"5900"	"E"
"5901"	"B"
"5902"	"D"
"5903"	"A"
"5904"	"E"
"5905"	"F"
"5906"	"B"
"5907"	"B"
"5908"	"C"
"5909"	"B"
"5910"	"F"
"5911"	"B"
"5912"	"B"
"5913"	"C"
"5914"	"D"
"5915"	"D"
"5916"	"B"
"5917"	"B"
"5918"	"D"
"5919"	"A"
"5920"	"B"
"5921"	"B"
"5922"	"B"
"5923"	"F"
"5924"	"D"
"5925"	"F"
"5926"	"B"
"5927"	"C"
"5928"	"F"
"5929"	"A"
"5930"	"F"
"5931"	"E"
"5932"	"B"
"5933"	"D"
"5934"	"F"
"5935"	"A"
"5936"	"B"
"5937"	"F"
"5938"	"D"
"5939"	"B"
"5940"	"B"
"5941"	"D"
"5942"	"C"
"5943"	"F"
"5944"	"C"
"5945"	"C"
"5946"	"F"
"5947"	"E"
"5948"	"B"
"5949"	"B"
"5950"	"A"
"5951"	"D"
"5952"	"B"
"5953"	"A"
"5954"	"B"
"5955"	"D"
"5956"	"C"
"5957"	"F"
"5958"	"B"
"5959"	"E"
"5960"	"D"
"5961"	"A"
"5962"	"F"
"5963"	"B"
"5964"	"C"
"5965"	"F"
"5966"	"E"
"5967"	"A"
"5968"	"B"
"5969"	"B"
"5970"	"A"
"5971"	"C"
"5972"	"F"
"5973"	"F"
"5974"	"A"
"5975"	"B"
"5976"	"D"
"5977"	"F"
"5978"	"A"
"5979"	"D"
"5980"	"A"
"5981"	"A"
"5982"	"B"
"5983"	"A"
"5984"	"B"
"5985"	"E"
"5986"	"D"
"5987"	"A"
"5988"	"C"
"5989"	"D"
"5990"	"A"
"5991"	"F"
"5992"	"F"
"5993"	"A"
"5994"	"B"
"5995"	"B"
"5996"	"A"
"5997"	"B"
"5998"	"F"
"5999"	"A"
"6000"	"C"
"6001"	"B"
"6002"	"B"
"6003"	"D"
"6004"	"D"
"6005"	"B"
"6006"	"A"
"6007"	"B"
"6008"	"B"
"6009"	"B"
"6010"	"F"
"6011"	"B"
"6012"	"F"
"6013"	"B"
"6014"	"C"
"6015"	"B"
"6016"	"F"
"6017"	"A"
"6018"	"C"
"6019"	"A"
"6020"	"B"
"6021"	"B"
"6022"	"A"
"6023"	"F"
"6024"	"F"
"6025"	"B"
"6026"	"E"
"6027"	"C"
"6028"	"B"
"6029"	"E"
"6030"	"C"
"6031"	"F"
"6032"	"A"
"6033"	"D"
"6034"	"A"
"6035"	"D"
"6036"	"B"
"6037"	"B"
"6038"	"A"
"6039"	"B"
"6040"	"C"
"6041"	"B"
"6042"	"B"
"6043"	"E"
"6044"	"E"
"6045"	"D"
"6046"	"B"
"6047"	"B"
"6048"	"E"
"6049"	"E"
"6050"	"A"
"6051"	"A"
"6052"	"F"
"6053"	"A"
"6054"	"B"
"6055"	"D"
"6056"	"C"
"6057"	"A"
"6058"	"B"
"6059"	"F"
"6060"	"C"
"6061"	"C"
"6062"	"A"
"6063"	"B"
"6064"	"A"
"6065"	"E"
"6066"	"B"
"6067"	"B"
"6068"	"B"
"6069"	"E"
"6070"	"E"
"6071"	"D"
"6072"	"B"
"6073"	"E"
"6074"	"B"
"6075"	"F"
"6076"	"A"
"6077"	"D"
"6078"	"B"
"6079"	"B"
"6080"	"A"
"6081"	"C"
"6082"	"F"
"6083"	"F"
"6084"	"D"
"6085"	"E"
"6086"	"A"
"6087"	"B"
"6088"	"F"
"6089"	"B"
"6090"	"C"
"6091"	"D"
"6092"	"B"
"6093"	"B"
"6094"	"E"
"6095"	"F"
"6096"	"B"
"6097"	"B"
"6098"	"B"
"6099"	"F"
"6100"	"B"
"6101"	"B"
"6102"	"B"
"6103"	"D"
"6104"	"B"
"6105"	"B"
"6106"	"B"
"6107"	"E"
"6108"	"C"
"6109"	"F"
"6110"	"C"
"6111"	"C"
"6112"	"A"
"6113"	"E"
"6114"	"B"
"6115"	"D"
"6116"	"A"
"6117"	"F"
"6118"	"A"
"6119"	"B"
"6120"	"B"
"6121"	"D"
"6122"	"C"
"6123"	"D"
"6124"	"C"
"6125"	"D"
"6126"	"B"
"6127"	"A"
"6128"	"B"
"6129"	"A"
"6130"	"A"
"6131"	"B"
"6132"	"B"
"6133"	"D"
"6134"	"F"
"6135"	"A"
"6136"	"A"
"6137"	"A"
"6138"	"F"
"6139"	"F"
"6140"	"B"
"6141"	"D"
"6142"	"B"
"6143"	"B"
"6144"	"B"
"6145"	"D"
"6146"	"B"
"6147"	"B"
"6148"	"F"
"6149"	"B"
"6150"	"B"
"6151"	"D"
"6152"	"B"
"6153"	"B"
"6154"	"B"
"6155"	"D"
"6156"	"E"
"6157"	"B"
"6158"	"B"
"6159"	"C"
"6160"	"A"
"6161"	"B"
"6162"	"E"
"6163"	"B"
"6164"	"C"
"6165"	"F"
"6166"	"B"
"6167"	"A"
"6168"	"B"
"6169"	"A"
"6170"	"D"
"6171"	"B"
"6172"	"A"
"6173"	"E"
"6174"	"A"
"6175"	"B"
"6176"	"F"
"6177"	"B"
"6178"	"A"
"6179"	"B"
"6180"	"C"
"6181"	"B"
"6182"	"B"
"6183"	"A"
"6184"	"D"
"6185"	"A"
"6186"	"A"
"6187"	"B"
"6188"	"F"
"6189"	"F"
"6190"	"C"
"6191"	"C"
"6192"	"B"
"6193"	"F"
"6194"	"F"
"6195"	"B"
"6196"	"C"
"6197"	"B"
"6198"	"A"
"6199"	"E"
"6200"	"B"
"6201"	"C"
"6202"	"C"
"6203"	"F"
"6204"	"F"
"6205"	"B"
"6206"	"F"
"6207"	"A"
"6208"	"C"
"6209"	"A"
"6210"	"F"
"6211"	"C"
"6212"	"F"
"6213"	"D"
"6214"	"F"
"6215"	"B"
"6216"	"B"
"6217"	"A"
"6218"	"A"
"6219"	"A"
"6220"	"B"
"6221"	"A"
"6222"	"A"
"6223"	"A"
"6224"	"B"
"6225"	"B"
"6226"	"C"
"6227"	"B"
"6228"	"A"
"6229"	"A"
"6230"	"B"
"6231"	"C"
"6232"	"B"
"6233"	"B"
"6234"	"E"
"6235"	"F"
"6236"	"B"
"6237"	"A"
"6238"	"A"
"6239"	"D"
"6240"	"B"
"6241"	"B"
"6242"	"F"
"6243"	"C"
"6244"	"C"
"6245"	"B"
"6246"	"B"
"6247"	"F"
"6248"	"F"
"6249"	"F"
"6250"	"D"
"6251"	"B"
"6252"	"F"
"6253"	"A"
"6254"	"B"
"6255"	"B"
"6256"	"C"
"6257"	"A"
"6258"	"C"
"6259"	"B"
"6260"	"F"
"6261"	"D"
"6262"	"D"
"6263"	"F"
"6264"	"B"
"6265"	"A"
"6266"	"F"
"6267"	"B"
"6268"	"A"
"6269"	"E"
"6270"	"F"
"6271"	"F"
"6272"	"F"
"6273"	"F"
"6274"	"A"
"6275"	"B"
"6276"	"B"
"6277"	"E"
"6278"	"D"
"6279"	"B"
"6280"	"B"
"6281"	"D"
"6282"	"C"
"6283"	"B"
"6284"	"B"
"6285"	"E"
"6286"	"F"
"6287"	"F"
"6288"	"F"
"6289"	"B"
"6290"	"A"
"6291"	"A"
"6292"	"D"
"6293"	"B"
"6294"	"A"
"6295"	"B"
"6296"	"B"
"6297"	"B"
"6298"	"B"
"6299"	"B"
"6300"	"B"
"6301"	"B"
"6302"	"E"
"6303"	"B"
"6304"	"D"
"6305"	"E"
"6306"	"E"
"6307"	"B"
"6308"	"C"
"6309"	"B"
"6310"	"A"
"6311"	"F"
"6312"	"F"
"6313"	"A"
"6314"	"F"
"6315"	"F"
"6316"	"D"
"6317"	"F"
"6318"	"C"
"6319"	"F"
"6320"	"B"
"6321"	"A"
"6322"	"C"
"6323"	"E"
"6324"	"F"
"6325"	"B"
"6326"	"B"
"6327"	"B"
